Pos.,No.,Driver,Team,Laps,Time / Retired,Pts.,Year,Country,Race Date,Race Link
NC,20,Kevin MagnussenMAG,Haas Ferrari,19.0,DNF,0.0,2022,Flag of MonacoMonaco,29 May,https://www.formula1.com/en/results/2022/races/1112/monaco/race-result
1,1,Max VerstappenVER,Red Bull Racing RBPT,51.0,1:34:05.941,25.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
2,11,Sergio PerezPER,Red Bull Racing RBPT,51.0,+20.823s,19.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
3,63,George RussellRUS,Mercedes,51.0,+45.995s,15.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
4,44,Lewis HamiltonHAM,Mercedes,51.0,+71.679s,12.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
5,10,Pierre GaslyGAS,AlphaTauri RBPT,51.0,+77.299s,10.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
6,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,51.0,+84.099s,8.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
7,14,Fernando AlonsoALO,Alpine Renault,51.0,+88.596s,6.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
8,3,Daniel RicciardoRIC,McLaren Mercedes,51.0,+92.207s,4.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
9,4,Lando NorrisNOR,McLaren Mercedes,51.0,+92.556s,2.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
10,31,Esteban OconOCO,Alpine Renault,51.0,+108.184s,1.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,50.0,+1 lap,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
12,23,Alexander AlbonALB,Williams Mercedes,50.0,+1 lap,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,50.0,+1 lap,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
14,47,Mick SchumacherMSC,Haas Ferrari,50.0,+1 lap,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
15,6,Nicholas LatifiLAT,Williams Mercedes,50.0,+1 lap,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,46.0,DNF,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
NC,20,Kevin MagnussenMAG,Haas Ferrari,31.0,DNF,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
NC,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,23.0,DNF,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
NC,16,Charles LeclercLEC,Ferrari,21.0,DNF,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
NC,55,Carlos SainzSAI,Ferrari,8.0,DNF,0.0,2022,Flag of AzerbaijanAzerbaijan,12 Jun,https://www.formula1.com/en/results/2022/races/1126/azerbaijan/race-result
1,1,Max VerstappenVER,Red Bull Racing RBPT,70.0,1:36:21.757,25.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
2,55,Carlos SainzSAI,Ferrari,70.0,+0.993s,19.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
3,44,Lewis HamiltonHAM,Mercedes,70.0,+7.006s,15.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
4,63,George RussellRUS,Mercedes,70.0,+12.313s,12.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
5,16,Charles LeclercLEC,Ferrari,70.0,+15.168s,10.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
6,31,Esteban OconOCO,Alpine Renault,70.0,+23.890s,8.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
7,77,Valtteri BottasBOT,Alfa Romeo Ferrari,70.0,+25.247s,6.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
8,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,70.0,+26.952s,4.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
9,14,Fernando AlonsoALO,Alpine Renault,70.0,+29.945s,2.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70.0,+38.222s,1.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
11,3,Daniel RicciardoRIC,McLaren Mercedes,70.0,+43.047s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
12,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,70.0,+44.245s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
13,23,Alexander AlbonALB,Williams Mercedes,70.0,+44.893s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
14,10,Pierre GaslyGAS,AlphaTauri RBPT,70.0,+45.183s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
15,4,Lando NorrisNOR,McLaren Mercedes,70.0,+52.145s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
16,6,Nicholas LatifiLAT,Williams Mercedes,70.0,+59.978s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
17,20,Kevin MagnussenMAG,Haas Ferrari,70.0,+68.180s,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,47.0,DNF,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
NC,47,Mick SchumacherMSC,Haas Ferrari,18.0,DNF,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
NC,11,Sergio PerezPER,Red Bull Racing RBPT,7.0,DNF,0.0,2022,Flag of CanadaCanada,19 Jun,https://www.formula1.com/en/results/2022/races/1113/canada/race-result
1,55,Carlos SainzSAI,Ferrari,52.0,2:17:50.311,25.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
2,11,Sergio PerezPER,Red Bull Racing RBPT,52.0,+3.779s,18.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
3,44,Lewis HamiltonHAM,Mercedes,52.0,+6.225s,16.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
4,16,Charles LeclercLEC,Ferrari,52.0,+8.546s,12.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
5,14,Fernando AlonsoALO,Alpine Renault,52.0,+9.571s,10.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
6,4,Lando NorrisNOR,McLaren Mercedes,52.0,+11.943s,8.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
7,1,Max VerstappenVER,Red Bull Racing RBPT,52.0,+18.777s,6.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
8,47,Mick SchumacherMSC,Haas Ferrari,52.0,+18.995s,4.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
9,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,52.0,+22.356s,2.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
10,20,Kevin MagnussenMAG,Haas Ferrari,52.0,+24.590s,1.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,52.0,+26.147s,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
12,6,Nicholas LatifiLAT,Williams Mercedes,52.0,+32.511s,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
13,3,Daniel RicciardoRIC,McLaren Mercedes,52.0,+32.817s,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
14,22,Yuki TsunodaTSU,AlphaTauri RBPT,52.0,+40.910s,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,31,Esteban OconOCO,Alpine Renault,37.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,10,Pierre GaslyGAS,AlphaTauri RBPT,26.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,77,Valtteri BottasBOT,Alfa Romeo Ferrari,20.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,63,George RussellRUS,Mercedes,0.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,0.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
NC,23,Alexander AlbonALB,Williams Mercedes,0.0,DNF,0.0,2022,Flag of Great BritainGreat Britain,03 Jul,https://www.formula1.com/en/results/2022/races/1114/great-britain/race-result
1,16,Charles LeclercLEC,Ferrari,71.0,1:24:24.312,25.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
2,1,Max VerstappenVER,Red Bull Racing RBPT,71.0,+1.532s,19.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
3,44,Lewis HamiltonHAM,Mercedes,71.0,+41.217s,15.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
4,63,George RussellRUS,Mercedes,71.0,+58.972s,12.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
5,31,Esteban OconOCO,Alpine Renault,71.0,+68.436s,10.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
6,47,Mick SchumacherMSC,Haas Ferrari,70.0,+1 lap,8.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
7,4,Lando NorrisNOR,McLaren Mercedes,70.0,+1 lap,6.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
8,20,Kevin MagnussenMAG,Haas Ferrari,70.0,+1 lap,4.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
9,3,Daniel RicciardoRIC,McLaren Mercedes,70.0,+1 lap,2.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
10,14,Fernando AlonsoALO,Alpine Renault,70.0,+1 lap,1.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
11,77,Valtteri BottasBOT,Alfa Romeo Ferrari,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
12,23,Alexander AlbonALB,Williams Mercedes,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
13,18,Lance StrollSTR,Aston Martin Aramco Mercedes,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
14,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
15,10,Pierre GaslyGAS,AlphaTauri RBPT,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
16,22,Yuki TsunodaTSU,AlphaTauri RBPT,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
17,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,70.0,+1 lap,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
NC,55,Carlos SainzSAI,Ferrari,56.0,DNF,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
NC,6,Nicholas LatifiLAT,Williams Mercedes,48.0,DNF,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
NC,11,Sergio PerezPER,Red Bull Racing RBPT,24.0,DNF,0.0,2022,Flag of AustriaAustria,10 Jul,https://www.formula1.com/en/results/2022/races/1115/austria/race-result
1,1,Max VerstappenVER,Red Bull Racing RBPT,53.0,1:30:02.112,25.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
2,44,Lewis HamiltonHAM,Mercedes,53.0,+10.587s,18.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
3,63,George RussellRUS,Mercedes,53.0,+16.495s,15.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
4,11,Sergio PerezPER,Red Bull Racing RBPT,53.0,+17.310s,12.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
5,55,Carlos SainzSAI,Ferrari,53.0,+28.872s,11.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
6,14,Fernando AlonsoALO,Alpine Renault,53.0,+42.879s,8.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
7,4,Lando NorrisNOR,McLaren Mercedes,53.0,+52.026s,6.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
8,31,Esteban OconOCO,Alpine Renault,53.0,+56.959s,4.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
9,3,Daniel RicciardoRIC,McLaren Mercedes,53.0,+60.372s,2.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
10,18,Lance StrollSTR,Aston Martin Aramco Mercedes,53.0,+62.549s,1.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
11,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,53.0,+64.494s,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
12,10,Pierre GaslyGAS,AlphaTauri RBPT,53.0,+65.448s,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
13,23,Alexander AlbonALB,Williams Mercedes,53.0,+68.565s,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
14,77,Valtteri BottasBOT,Alfa Romeo Ferrari,53.0,+76.666s,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
15,47,Mick SchumacherMSC,Haas Ferrari,53.0,+80.394s,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,47.0,+6 laps,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
NC,6,Nicholas LatifiLAT,Williams Mercedes,40.0,DNF,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
NC,20,Kevin MagnussenMAG,Haas Ferrari,37.0,DNF,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
NC,16,Charles LeclercLEC,Ferrari,17.0,DNF,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
NC,22,Yuki TsunodaTSU,AlphaTauri RBPT,17.0,DNF,0.0,2022,Flag of FranceFrance,24 Jul,https://www.formula1.com/en/results/2022/races/1116/france/race-result
1,1,Max VerstappenVER,Red Bull Racing RBPT,70.0,1:39:35.912,25.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
2,44,Lewis HamiltonHAM,Mercedes,70.0,+7.834s,19.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
3,63,George RussellRUS,Mercedes,70.0,+12.337s,15.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
4,55,Carlos SainzSAI,Ferrari,70.0,+14.579s,12.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
5,11,Sergio PerezPER,Red Bull Racing RBPT,70.0,+15.688s,10.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
6,16,Charles LeclercLEC,Ferrari,70.0,+16.047s,8.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
7,4,Lando NorrisNOR,McLaren Mercedes,70.0,+78.300s,6.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
8,14,Fernando AlonsoALO,Alpine Renault,69.0,+1 lap,4.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
9,31,Esteban OconOCO,Alpine Renault,69.0,+1 lap,2.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
10,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,69.0,+1 lap,1.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
11,18,Lance StrollSTR,Aston Martin Aramco Mercedes,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
12,10,Pierre GaslyGAS,AlphaTauri RBPT,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
14,47,Mick SchumacherMSC,Haas Ferrari,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
15,3,Daniel RicciardoRIC,McLaren Mercedes,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
16,20,Kevin MagnussenMAG,Haas Ferrari,69.0,+1 lap,0.0,2022,Flag of HungaryHungary,31 Jul,https://www.formula1.com/en/results/2022/races/1117/hungary/race-result
